INDEX,YEAR,MN,DT,MAX,MIN,AW,RF,EVP,DRNRF(hrs),DRNRF(mnts),SSH,TS,N,FFF,D,TOCSQ,DU,RA,DZ,SN,SL,HA,TH,DS,FG,GA,T,G,DUR,T,G,DUR,T,G,DUR,T,G,DUR,
43057,1969,01,26,34.0,19.7,08,0.0,3.0,00,00,9.7,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0, , ,   , , ,   , , ,   , , ,   ,  ,
43057,1969,01,27,29.8,20.0,10,0.0,3.3,00,00,9.6,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0, , ,   , , ,   , , ,   , , ,   ,  ,
43057,1969,01,28,26.5,19.1,11,0.0,3.2,00,00,8.4,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0, , ,   , , ,   , , ,   , , ,   ,  ,
43057,1969,01,29,27.4,18.5,12,0.0,3.6,00,00,9.4,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0, , ,   , , ,   , , ,   , , ,   ,  ,
43057,1969,01,30,30.4,19.3,08,0.0,3.1,00,00,9.3,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0, , ,   , , ,   , , ,   , , ,   ,  ,
43057,1969,01,31,28.6,19.2,07,0.0,2.8,00,00,9.3,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0, , ,   , , ,   , , ,   , , ,   ,  ,
43057,1969,02,01,26.9,18.9,09,0.0,2.7,00,00,9.4,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0, , ,   , , ,   , , ,   , , ,   ,  ,
43057,1969,02,02,26.4,19.8,14,0.0,3.1,00,00,8.3,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0, , ,   , , ,   , , ,   , , ,   ,  ,
43057,1969,02,03,26.5,20.0,11,0.0,3.4,00,00,8.4,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0, , ,   , , ,   , , ,   , , ,   ,  ,
43057,1969,02,04,27.8,19.3,06,0.0,3.0,00,00,8.8,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0, , ,   , , ,   , , ,   , , ,   ,  ,
43057,1969,02,05,26.7,18.3,12,0.0,4.0,00,00,9.1,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0, , ,   , , ,   , , ,   , , ,   ,  ,
43057,1969,02,06,27.6,17.8,14,0.0,5.2,00,00,9.2,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0, , ,   , , ,   , , ,   , , ,   ,  ,
43057,1969,02,07,28.4,19.6,09,0.0,3.0,00,00,9.6,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0, , ,   , , ,   , , ,   , , ,   ,  ,
43057,1969,02,08,34.2,20.8,09,0.0,3.6,00,00,9.5,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0, , ,   , , ,   , , ,   , , ,   ,  ,
43057,1969,02,09,35.0,20.3,09,0.0,4.3,00,00,9.7,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0, , ,   , , ,   , , ,   , , ,   ,  ,
43057,1969,02,10,33.2,20.9,07,0.0,3.7,00,00,9.7,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0, , ,   , , ,   , , ,   , , ,   ,  ,
43057,1969,02,11,33.0,21.8,06,0.0,3.5,00,00,9.6,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0, , ,   , , ,   , , ,   , , ,   ,  ,
43057,1969,02,12,30.8,20.6,06,0.0,1.4,00,00,8.9,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0, , ,   , , ,   , , ,   , , ,   ,  ,
43057,1969,02,13,29.1,20.6,08,0.0,3.6,00,00,9.0,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0, , ,   , , ,   , , ,   , , ,   ,  ,
43057,1969,02,14,29.0,20.8,10,0.0,4.1,00,00,10.2,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0, , ,   , , ,   , , ,   , , ,   ,  ,
43057,1969,02,15,28.7,19.7,11,0.0,3.6,00,00,7.5,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0, , ,   , , ,   , , ,   , , ,   ,  ,
43057,1969,02,16,27.2,20.8,11,0.0,3.4,00,00,9.4,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0, , ,   , , ,   , , ,   , , ,   ,  ,
43057,1969,02,17,26.9,20.0,14,0.0,4.4,00,00,9.4,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0, , ,   , , ,   , , ,   , , ,   ,  ,
43057,1969,02,18,27.9,20.8,15,0.0,4.7,00,00,5.0,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0, , ,   , , ,   , , ,   , , ,   ,  ,
43057,1969,02,19,28.2,22.5,16,0.0,4.4,00,00,7.9,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0, , ,   , , ,   , , ,   , , ,   ,  ,
43057,1969,02,20,29.4,22.8,13,0.0,4.4,00,00,9.9,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0, , ,   , , ,   , , ,   , , ,   ,  ,
43057,1969,02,21,28.4,20.3,10,0.0,3.7,00,00,10.0,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0, , ,   , , ,   , , ,   , , ,   ,  ,
43057,1969,02,22,29.4,19.5,08,0.0,4.0,00,00,10.0,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0, , ,   , , ,   , , ,   , , ,   ,  ,
43057,1969,02,23,28.7,20.5,11,0.0,3.9,00,00,9.9,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0, , ,   , , ,   , , ,   , , ,   ,  ,
43057,1969,02,24,29.4,19.8,10,0.0,3.9,00,00,9.7,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0, , ,   , , ,   , , ,   , , ,   ,  ,
43057,1969,02,25,28.0,20.8,10,0.0,3.9,00,00,5.1,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0, , ,   , , ,   , , ,   , , ,   ,  ,
43057,1969,02,26,28.1,21.5,14,0.0,3.5,00,00,3.6,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0, , ,   , , ,   , , ,   , , ,   ,  ,
43057,1969,02,27,27.9,21.0,12,0.0,3.1,00,00,5.7,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0, , ,   , , ,   , , ,   , , ,   ,  ,
43057,1969,02,28,28.9,20.9,14,0.0,3.4,00,00,9.5,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0, , ,   , , ,   , , ,   , , ,   ,  ,
43057,1969,03,01,29.6,21.3,13,0.0,5.1,00,00,9.2,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0, , ,   , , ,   , , ,   , , ,   ,  ,
43057,1969,03,02,29.0,21.3,10,0.0,4.6,00,00,9.5,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0, , ,   , , ,   , , ,   , , ,   ,  ,
43057,1969,03,03,29.9,22.2,11,0.0,4.8,00,00,8.6,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0, , ,   , , ,   , , ,   , , ,   ,  ,
43057,1969,03,04,29.3,21.5,05,0.0,2.9,00,00,2.6,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0, , ,   , , ,   , , ,   , , ,   ,  ,
43057,1969,03,05,29.7,22.5,06,0.0,2.2,00,00,1.8,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0, , ,   , , ,   , , ,   , , ,   ,  ,
43057,1969,03,06,29.8,21.4,04,0.0,1.9,00,00,9.9,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0, , ,   , , ,   , , ,   , , ,   ,  ,
43057,1969,03,07,30.0,21.1,09,0.0,4.0,00,00,4.2,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0, , ,   , , ,   , , ,   , , ,   ,  ,
43057,1969,03,08,29.4,22.9,13,0.0,3.5,00,00,2.2,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0, , ,   , , ,   , , ,   , , ,   ,  ,
43057,1969,03,09,32.9,22.9,10,0.0,3.2,00,00,7.9,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0, , ,   , , ,   , , ,   , , ,   ,  ,
43057,1969,03,10,32.2,24.4,12,0.0,5.0,00,00,8.7,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0, , ,   , , ,   , , ,   , , ,   ,  ,
43057,1969,03,11,31.0,23.9,10,0.0,3.9,00,00,9.1,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0, , ,   , , ,   , , ,   , , ,   ,  ,
43057,1969,03,12,31.2,23.3,10,0.0,3.8,00,00,9.6,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0, , ,   , , ,   , , ,   , , ,   ,  ,
43057,1969,03,13,31.4,21.9,09,0.0,4.0,00,00,10.0,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0, , ,   , , ,   , , ,   , , ,   ,  ,
43057,1969,03,14,31.1,22.7,07,0.0,4.0,00,00,8.5,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0, , ,   , , ,   , , ,   , , ,   ,  ,
43057,1969,03,15,29.8,22.8,06,0.0,3.6,00,00,9.5,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0, , ,   , , ,   , , ,   , , ,   ,  ,
43057,1969,03,16,30.5,22.8,06,0.0,3.8,00,00,10.4,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0, , ,   , , ,   , , ,   , , ,   ,  ,
43057,1969,03,17,30.5,22.8,06,0.0,4.6,00,00,9.3,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0, , ,   , , ,   , , ,   , , ,   ,  ,
43057,1969,03,18,30.4,22.6,07,0.0,4.4,00,00,10.3,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0, , ,   , , ,   , , ,   , , ,   ,  ,
43057,1969,03,19,30.3,22.8,05,0.0,4.1,00,00,9.0,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0, , ,   , , ,   , , ,   , , ,   ,  ,
43057,1969,03,20,30.2,22.8,08,0.0,4.6,00,00,10.3,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0, , ,   , , ,   , , ,   , , ,   ,  ,
43057,1969,03,21,29.8,23.2,11,0.0,4.6,00,00,10.3,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0, , ,   , , ,   , , ,   , , ,   ,  ,
43057,1969,03,22,29.4,23.1,09,0.0,4.5,00,00,10.0,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0, , ,   , , ,   , , ,   , , ,   ,  ,
43057,1969,03,23,30.4,23.5,10,0.0,5.1,00,00,10.2,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0, , ,   , , ,   , , ,   , , ,   ,  ,
43057,1969,03,24,30.4,24.0,14,0.0,4.5,00,00,10.2,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0, , ,   , , ,   , , ,   , , ,   ,  ,
43057,1969,03,25,30.7,24.4,13,0.0,5.2,00,00,10.2,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0, , ,   , , ,   , , ,   , , ,   ,  ,
43057,1969,03,26,33.2,24.2,14,0.0,5.6,00,00,9.6,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0, , ,   , , ,   , , ,   , , ,   ,  ,
43057,1969,03,27,30.1,23.2,13,0.0,4.2,00,00,9.5,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0, , ,   , , ,   , , ,   , , ,   ,  ,
43057,1969,03,28,30.8,24.3,08,0.0,4.5,00,00,5.1,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0, , ,   , , ,   , , ,   , , ,   ,  ,
43057,1969,03,29,30.5,24.7,10,0.0,3.1,00,00,9.0,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0, , ,   , , ,   , , ,   , , ,   ,  ,
43057,1969,03,30,31.5,24.6,10,0.0,4.9,00,00,9.3,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0, , ,   , , ,   , , ,   , , ,   ,  ,
43057,1969,03,31,32.0,24.6,08,0.0,4.0,00,00,9.3,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0, , ,   , , ,   , , ,   , , ,   ,  ,
43057,1969,04,01,33.8,25.3,09,0.0,4.4,00,00,9.6,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0, , ,   , , ,   , , ,   , , ,   ,  ,
43057,1969,04,02,32.9,25.6,08,0.0,4.9,00,00,9.7,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0, , ,   , , ,   , , ,   , , ,   ,  ,
43057,1969,04,03,32.4,24.7,07,0.0,5.2,00,00,10.0,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0, , ,   , , ,   , , ,   , , ,   ,  ,
43057,1969,04,04,31.5,23.7,07,0.0,4.4,00,00,4.5,  , ,   , ,    ,  ,1,0,0,0,0,0,0,0,0, , ,   , , ,   , , ,   , , ,   ,  ,
43057,1969,04,05,31.2,24.3,08,0.2,3.2,00,10,9.8,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0, , ,   , , ,   , , ,   , , ,   ,  ,
43057,1969,04,06,32.3,25.2,10,0.0,4.4,00,00,9.6,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0, , ,   , , ,   , , ,   , , ,   ,  ,
43057,1969,04,07,33.0,25.9,08,0.0,4.5,00,00,9.7,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0, , ,   , , ,   , , ,   , , ,   ,  ,
43057,1969,04,08,32.9,25.5,13,0.0,4.3,00,00,8.1,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0, , ,   , , ,   , , ,   , , ,   ,  ,
43057,1969,04,09,32.4,27.0,11,0.0,3.7,00,00,8.1,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0, , ,   , , ,   , , ,   , , ,   ,  ,
43057,1969,04,10,33.2,27.0,08,0.0,4.7,00,00,6.9,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0, , ,   , , ,   , , ,   , , ,   ,  ,
43057,1969,04,11,32.7,25.7,07,0.0,4.4,00,00,5.2,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0, , ,   , , ,   , , ,   , , ,   ,  ,
43057,1969,04,12,32.2,26.0,07,0.0,4.1,00,00,7.8,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0, , ,   , , ,   , , ,   , , ,   ,  ,
43057,1969,04,13,33.0,26.4,09,0.0,4.7,00,00,9.4,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0, , ,   , , ,   , , ,   , , ,   ,  ,
43057,1969,04,14,33.2,26.3,13,0.0,4.9,00,00,10.0,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0, , ,   , , ,   , , ,   , , ,   ,  ,
43057,1969,04,15,33.8,26.9,09,0.0,4.9,00,00,8.8,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0, , ,   , , ,   , , ,   , , ,   ,  ,
43057,1969,04,16,33.9,26.1,12,0.0,5.0,00,00,10.4,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0, , ,   , , ,   , , ,   , , ,   ,  ,
43057,1969,04,17,32.7,26.1,11,0.0,5.5,00,00,10.6,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0, , ,   , , ,   , , ,   , , ,   ,  ,
43057,1969,04,18,32.1,24.8,10,0.0,6.0,00,00,10.9,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0, , ,   , , ,   , , ,   , , ,   ,  ,
43057,1969,04,19,32.1,25.5,10,0.0,5.4,00,00,10.4,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0, , ,   , , ,   , , ,   , , ,   ,  ,
43057,1969,04,20,32.1,24.6,07,0.0,4.8,00,00,11.3,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0, , ,   , , ,   , , ,   , , ,   ,  ,
43057,1969,04,21,32.2,25.0,08,0.0,5.3,00,00,10.5,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0, , ,   , , ,   , , ,   , , ,   ,  ,
43057,1969,04,22,32.6,25.6,12,0.0,4.4,00,00,10.6,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0, , ,   , , ,   , , ,   , , ,   ,  ,
43057,1969,04,23,32.8,24.8,10,0.0,5.7,00,00,10.5,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0, , ,   , , ,   , , ,   , , ,   ,  ,
43057,1969,04,24,32.9,24.8,08,0.0,4.8,00,00,10.6,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0, , ,   , , ,   , , ,   , , ,   ,  ,
43057,1969,04,25,33.4,24.2,11,0.0,6.2,00,00,11.0,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0, , ,   , , ,   , , ,   , , ,   ,  ,
43057,1969,04,26,33.4,25.0,09,0.0,5.4,00,00,10.6,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0, , ,   , , ,   , , ,   , , ,   ,  ,
43057,1969,04,27,32.9,25.9,08,0.0,5.0,00,00,10.3,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0, , ,   , , ,   , , ,   , , ,   ,  ,
43057,1969,04,28,33.0,25.3,08,0.0,5.4,00,00,10.5,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0, , ,   , , ,   , , ,   , , ,   ,  ,
43057,1969,04,29,34.3,26.0,10,0.0,6.0,00,00,11.3,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0, , ,   , , ,   , , ,   , , ,   ,  ,
43057,1969,04,30,33.1,26.3,09,0.0,6.1,00,00,10.8,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0, , ,   , , ,   , , ,   , , ,   ,  ,
43057,1969,05,01,33.3,27.1,09,0.0,6.0,00,00,11.0,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0, , ,   , , ,   , , ,   , , ,   ,  ,
43057,1969,05,02,33.4,27.0,09,0.0,6.3,00,00,10.8,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0, , ,   , , ,   , , ,   , , ,   ,  ,
43057,1969,05,03,33.3,25.7,07,0.0,5.8,00,00,8.6,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0, , ,   , , ,   , , ,   , , ,   ,  ,
43057,1969,05,04,32.6,27.2,13,0.0,5.2,00,00,9.6,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0, , ,   , , ,   , , ,   , , ,   ,  ,
43057,1969,05,05,34.2,27.3,12,0.0,5.8,00,00,9.8,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0, , ,   , , ,   , , ,   , , ,   ,  ,
43057,1969,05,06,33.9,27.4,09,0.0,5.7,00,00,9.6,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0, , ,   , , ,   , , ,   , , ,   ,  ,
43057,1969,05,07,33.7,26.3,07,0.0,5.2,00,00,9.9,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0, , ,   , , ,   , , ,   , , ,   ,  ,
43057,1969,05,08,33.1,26.6,10,0.0,5.2,00,00,10.2,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0, , ,   , , ,   , , ,   , , ,   ,  ,
43057,1969,05,09,33.3,26.7,12,0.0,5.4,00,00,10.1,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0, , ,   , , ,   , , ,   , , ,   ,  ,
43057,1969,05,10,32.8,26.8,11,0.0,5.8,00,00,8.5,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0, , ,   , , ,   , , ,   , , ,   ,  ,
43057,1969,05,11,33.2,27.6,11,0.0,5.0,00,00,9.4,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0, , ,   , , ,   , , ,   , , ,   ,  ,
43057,1969,05,12,32.9,26.5,09,0.0,4.8,00,00,10.5,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0, , ,   , , ,   , , ,   , , ,   ,  ,
43057,1969,05,13,33.6,27.5,08,0.0,6.0,00,00,10.7,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0, , ,   , , ,   , , ,   , , ,   ,  ,
43057,1969,05,14,33.8,26.9,09,0.0,6.0,00,00,10.4,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0, , ,   , , ,   , , ,   , , ,   ,  ,
43057,1969,05,15,33.3,27.3,11,0.0,6.2,00,00,9.4,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0, , ,   , , ,   , , ,   , , ,   ,  ,
43057,1969,05,16,33.7,27.5,16,0.0,6.3,00,00,9.2,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0, , ,   , , ,   , , ,   , , ,   ,  ,
43057,1969,05,17,34.4,27.0,13,0.0,6.5,00,00,9.0,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0, , ,   , , ,   , , ,   , , ,   ,  ,
43057,1969,05,18,34.2,27.0,08,0.0,5.6,00,00,9.9,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0, , ,   , , ,   , , ,   , , ,   ,  ,
43057,1969,05,19,34.1,27.2,10,0.0,5.2,00,00,10.0,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0, , ,   , , ,   , , ,   , , ,   ,  ,
43057,1969,05,20,33.6,27.3,09,0.0,6.0,00,00,10.7,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0, , ,   , , ,   , , ,   , , ,   ,  ,
43057,1969,05,21,33.4,27.7,11,0.0,5.9,00,00,9.8,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0, , ,   , , ,   , , ,   , , ,   ,  ,
43057,1969,05,22,33.4,27.7,12,0.0,6.3,00,00,9.6,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0, , ,   , , ,   , , ,   , , ,   ,  ,
43057,1969,05,23,33.3,27.8,12,0.0,5.4,00,00,10.2,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0, , ,   , , ,   , , ,   , , ,   ,  ,
43057,1969,05,24,33.4,27.8,13,0.0,5.9,00,00,8.9,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0, , ,   , , ,   , , ,   , , ,   ,  ,
43057,1969,05,25,33.2,28.0,14,0.0,5.9,00,00,9.3,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0, , ,   , , ,   , , ,   , , ,   ,  ,
43057,1969,05,30,33.9,28.5,11,0.0,5.7,00,00,10.9,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0, , ,   , , ,   , , ,   , , ,   ,  ,
43057,1969,05,31,33.9,28.3,10,0.0,6.4,00,00,10.9,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0, , ,   , , ,   , , ,   , , ,   ,  ,
